Date,Open,High,Low,Close,Adj Close,Volume
2005-11-23,140.5,146.0,140.0,142.5,105.1700210571289,92187
2005-11-24,142.5,144.1300048828125,143.5,141.5,104.43193817138672,3400
2005-11-25,141.5,144.1300048828125,143.0,141.5,104.43193817138672,4146
2005-11-28,141.5,146.0,143.0,143.0,105.5390396118164,25125
2005-11-29,145.0,150.0,146.5,148.5,109.5982437133789,75815
2005-11-30,148.5,154.0,148.0,148.5,109.5982437133789,7000
2005-12-01,148.5,150.0,149.60000610351562,148.5,109.5982437133789,7850
2005-12-02,148.5,156.0,147.5,153.0,112.91935729980469,106800
2005-12-05,163.5,167.0,157.0,163.5,120.66873168945312,58995
2005-12-06,163.5,170.0,165.0,164.5,121.40680694580078,19364
2005-12-07,164.5,167.0,164.5,166.5,122.88285064697266,14483
2005-12-08,167.5,175.0,170.0,169.5,125.09696960449219,32765
2005-12-09,169.5,172.1300048828125,167.0,169.5,125.09696960449219,3575
2005-12-12,169.5,167.0,167.0,169.5,125.09696960449219,160
2005-12-13,169.5,167.0,167.0,169.5,125.09696960449219,4500
2005-12-14,169.5,167.0,161.8699951171875,164.0,121.03775024414062,70500
2005-12-15,164.0,163.0,160.0,163.5,120.66873168945312,101700
2005-12-16,163.5,163.5,163.5,163.5,120.66873168945312,0
2005-12-19,163.5,165.0,162.0,163.5,120.66873168945312,21600
2005-12-20,163.5,160.89999389648438,160.0,162.5,119.93072509765625,4000
2005-12-21,162.5,162.5,162.5,162.5,119.93072509765625,0
2005-12-22,162.5,162.5,162.5,162.5,119.93072509765625,0
2005-12-23,162.5,162.5,162.5,162.5,119.93072509765625,0
2005-12-26,162.5,162.5,162.5,162.5,119.93072509765625,0
2005-12-27,162.5,162.5,162.5,162.5,119.93072509765625,0
2005-12-28,162.5,163.5,163.5,162.5,119.93072509765625,294
2005-12-29,162.5,165.0,165.0,162.5,119.93072509765625,16200
2005-12-30,162.5,162.5,162.5,162.5,119.93072509765625,0
2006-01-03,162.5,163.5,163.5,162.5,119.93072509765625,200
2006-01-04,162.5,160.0,160.0,162.5,119.93072509765625,3000
2006-01-05,162.5,162.5,162.5,162.5,119.93072509765625,0
2006-01-06,162.5,164.3800048828125,164.39999389648438,163.5,120.66873168945312,3030
2006-01-09,163.5,161.0,161.0,163.5,120.66873168945312,2250
2006-01-10,163.5,165.5,165.5,163.5,120.66873168945312,4500
2006-01-11,163.5,163.5,163.5,163.5,120.66873168945312,0
2006-01-12,163.5,163.5,163.5,163.5,120.66873168945312,0
2006-01-13,165.5,177.0,168.0,173.5,128.04913330078125,36600
2006-01-16,174.0,178.0,178.0,174.0,128.41815185546875,5600
2006-01-17,177.5,183.0,174.0,178.5,131.73927307128906,104900
2006-01-18,178.5,181.0,175.8699951171875,177.5,131.001220703125,16300
2006-01-19,177.5,182.0,180.0,178.5,131.73927307128906,4123
2006-01-20,178.5,181.0,178.5,178.5,131.73927307128906,3800
2006-01-23,178.5,181.5,180.0,178.5,131.73927307128906,3112
2006-01-24,178.5,181.1300048828125,175.0,178.5,131.73927307128906,26480
2006-01-25,180.0,183.0,180.0,178.5,131.73927307128906,10555
2006-01-26,178.5,182.0,180.0,178.5,131.73927307128906,6324
2006-01-27,178.5,178.5,178.5,178.5,131.73927307128906,0
2006-01-30,180.0,185.0,182.0,181.5,133.953369140625,20500
2006-01-31,181.5,187.0,185.0,181.5,133.953369140625,7962
2006-02-01,181.5,187.0,185.0,184.0,135.79847717285156,10000
2006-02-02,184.0,188.0,185.0,184.0,135.79847717285156,39260
2006-02-03,184.0,186.0,186.0,186.0,137.27455139160156,0
2006-02-06,186.0,208.0,190.0,200.5,147.97607421875,90133
2006-02-07,198.0,203.0,203.0,199.5,147.238037109375,4870
2006-02-08,199.5,203.0,201.0,199.5,147.238037109375,7224
2006-02-09,199.5,203.0,196.0,199.5,147.238037109375,7965
2006-02-10,199.5,208.0,200.0,204.0,150.5592041015625,28574
2006-02-13,208.0,208.0,201.0,204.0,150.5592041015625,24300
2006-02-14,204.0,208.0,202.0,205.0,151.29721069335938,26870
2006-02-15,205.0,210.0,207.0,206.0,152.03521728515625,5857
2006-02-16,206.0,209.0,206.0,206.0,152.03521728515625,9380
2006-02-17,206.0,210.0,206.0,206.0,152.03521728515625,2268
2006-02-20,205.0,210.0,210.0,206.0,152.03521728515625,867
2006-02-21,208.0,215.0,213.0,208.0,153.51133728027344,11261
2006-02-22,208.0,220.0,210.0,213.5,157.5705108642578,27786
2006-02-23,213.5,218.0,215.0,215.5,159.04661560058594,15785
2006-02-24,215.5,221.0,212.5,216.0,159.4156036376953,73750
2006-02-27,217.0,221.0,221.0,218.0,160.89169311523438,1000
2006-02-28,218.0,225.0,217.0,223.0,164.58184814453125,4500
2006-03-01,223.0,228.0,223.0,223.0,164.58184814453125,20170
2006-03-02,223.0,228.0,223.0,224.0,165.31988525390625,51290
2006-03-03,224.0,230.0,220.25,224.0,165.31988525390625,4692
2006-03-06,224.0,230.0,225.0,225.5,166.42691040039062,17151
2006-03-07,225.5,228.0,223.0,225.5,166.42691040039062,4306
2006-03-08,225.5,228.0,223.0,225.5,166.42691040039062,7621
2006-03-09,222.5,222.0,207.0,212.0,156.46347045898438,24039
2006-03-10,212.0,215.0,215.0,214.5,158.3085479736328,3065
2006-03-13,214.5,217.1999969482422,217.0,214.5,158.3085479736328,3225
2006-03-14,214.5,210.0,210.0,213.5,157.5705108642578,7500
2006-03-15,213.5,217.0,215.0,213.5,157.5705108642578,23660
2006-03-16,213.5,213.5,213.5,213.5,157.5705108642578,0
2006-03-17,213.5,213.5,213.5,213.5,157.5705108642578,0
2006-03-20,213.5,210.0,210.0,213.5,157.5705108642578,1000
2006-03-21,212.5,213.5,213.5,213.5,157.5705108642578,0
2006-03-22,213.5,213.5,213.5,213.5,157.5705108642578,0
2006-03-23,213.5,213.5,213.5,213.5,157.5705108642578,0
2006-03-24,213.5,217.0,217.0,213.5,157.5705108642578,460
2006-03-27,215.5,215.5,215.5,213.5,157.5705108642578,300
2006-03-28,213.5,217.0,217.0,213.5,157.5705108642578,705
2006-03-29,213.5,210.0,210.0,212.5,156.83248901367188,3915
2006-03-30,212.5,212.5,212.5,212.5,156.83248901367188,0
2006-03-31,212.5,208.0,208.0,212.5,156.83248901367188,468
2006-04-03,212.5,210.0,210.0,211.5,156.09442138671875,3500
2006-04-04,211.5,211.5,211.5,211.5,156.09442138671875,0
2006-04-05,211.5,211.0,205.0,208.5,153.8803253173828,11870
2006-04-06,208.5,212.0,211.0,208.5,153.8803253173828,1154
2006-04-07,208.5,208.5,208.5,208.5,153.8803253173828,0
2006-04-10,208.5,210.0,210.0,208.5,153.8803253173828,5150
2006-04-11,208.5,208.5,208.5,208.5,153.8803253173828,0
2006-04-12,208.5,205.0,202.0,207.0,152.7732696533203,1449
2006-04-13,207.0,202.0,202.0,207.0,152.7732696533203,500
2006-04-18,207.0,207.0,207.0,207.0,152.7732696533203,0
2006-04-19,207.0,207.0,207.0,207.0,152.7732696533203,0
2006-04-20,207.0,207.0,207.0,207.0,152.7732696533203,0
2006-04-21,207.0,207.0,207.0,207.0,152.7732696533203,0
2006-04-24,207.0,214.0,214.0,210.0,154.98739624023438,14018
2006-04-25,210.0,210.0,210.0,210.0,154.98739624023438,0
2006-04-26,210.0,208.1999969482422,208.1999969482422,210.0,154.98739624023438,5500
2006-04-27,210.0,210.0,210.0,210.0,154.98739624023438,0
2006-04-28,210.0,203.0,203.0,209.0,154.24935913085938,8885
2006-05-02,209.0,209.0,209.0,209.0,154.24935913085938,0
2006-05-03,209.0,205.0,205.0,209.0,154.24935913085938,219
2006-05-04,209.0,209.0,209.0,209.0,154.24935913085938,0
2006-05-05,209.0,213.0,213.0,209.0,154.24935913085938,14
2006-05-08,209.0,209.0,209.0,209.0,154.24935913085938,0
2006-05-09,209.0,203.0,203.0,208.0,153.51133728027344,23160
2006-05-10,208.0,208.0,208.0,208.0,153.51133728027344,0
2006-05-11,208.0,213.0,203.0,207.0,152.7732696533203,6171
2006-05-12,207.0,208.0,208.0,207.0,152.7732696533203,500
2006-05-15,208.0,210.0,200.0,206.5,152.40423583984375,10630
2006-05-16,206.5,208.0,204.0,206.5,152.40423583984375,31300
2006-05-17,206.5,203.1999969482422,201.0500030517578,205.5,151.66622924804688,12500
2006-05-18,206.5,203.0,201.0,205.0,151.29721069335938,35000
2006-05-19,205.0,200.10000610351562,200.0500030517578,205.0,151.29721069335938,5000
2006-05-22,205.0,205.0,205.0,205.0,151.29721069335938,0
2006-05-23,205.0,207.5,207.5,205.0,151.29721069335938,3750
2006-05-24,205.0,207.0,207.0,205.0,151.29721069335938,5520
2006-05-25,205.0,205.0,205.0,205.0,151.29721069335938,0
2006-05-26,205.0,205.0,205.0,205.0,151.29721069335938,0
2006-05-30,205.0,205.0,205.0,205.0,151.29721069335938,0
2006-05-31,205.0,205.0,205.0,205.0,151.29721069335938,0
2006-06-01,205.0,205.0,205.0,205.0,151.29721069335938,0
2006-06-02,205.0,201.0,201.0,205.0,151.29721069335938,750
2006-06-05,205.0,205.0,205.0,205.0,151.29721069335938,3800
2006-06-06,205.0,205.0,205.0,205.0,151.29721069335938,0
2006-06-07,205.0,207.5,201.0,205.0,151.29721069335938,10014
2006-06-08,205.0,205.0,205.0,205.0,151.29721069335938,0
2006-06-09,205.0,205.0,205.0,205.0,151.29721069335938,0
2006-06-12,205.0,205.0,205.0,205.0,151.29721069335938,0
2006-06-13,205.0,200.0,200.0,205.0,151.29721069335938,2000
2006-06-14,205.0,205.0,205.0,205.0,151.29721069335938,0
2006-06-15,205.0,205.0,205.0,205.0,151.29721069335938,0
2006-06-16,205.0,200.0,200.0,205.0,151.29721069335938,462
2006-06-19,205.0,205.0,205.0,205.0,151.29721069335938,0
2006-06-20,205.0,206.0,205.0,205.0,151.29721069335938,40000
2006-06-21,205.0,206.0,202.0,205.0,151.29721069335938,92115
2006-06-22,205.0,205.0,205.0,205.0,151.29721069335938,0
2006-06-23,205.0,205.0,205.0,205.0,151.29721069335938,0
2006-06-26,205.0,205.0,205.0,205.0,151.29721069335938,0
2006-06-27,205.0,205.0,205.0,205.0,151.29721069335938,0
2006-06-28,205.0,205.0,205.0,205.0,151.29721069335938,0
2006-06-29,205.0,205.0,205.0,205.0,151.29721069335938,0
2006-06-30,205.0,208.0,202.5,206.0,152.03521728515625,5500
2006-07-03,206.0,206.0,206.0,206.0,152.03521728515625,0
2006-07-04,211.0,220.0,215.0,217.5,160.5226593017578,22000
2006-07-05,217.5,219.35000610351562,219.39999389648438,218.5,161.2606964111328,500
2006-07-06,218.5,222.0,221.0,218.5,161.2606964111328,2728
2006-07-07,218.5,222.0,221.0,218.5,161.2606964111328,0
2006-07-10,218.5,218.5,218.5,218.5,161.2606964111328,0
2006-07-11,218.5,218.5,218.5,218.5,161.2606964111328,0
2006-07-12,218.5,218.5,218.5,218.5,161.2606964111328,0
2006-07-13,218.5,218.5,218.5,218.5,161.2606964111328,0
2006-07-14,218.5,215.89999389648438,215.8699951171875,216.0,159.4156036376953,800
2006-07-17,215.0,216.0,216.0,216.0,159.4156036376953,0
2006-07-18,216.0,214.0,214.0,216.0,159.4156036376953,96191
2006-07-19,216.0,213.0,213.0,215.0,158.67755126953125,500
2006-07-20,215.0,217.25,217.3000030517578,215.0,158.67755126953125,2200
2006-07-21,215.0,215.0,215.0,215.0,158.67755126953125,0
2006-07-24,214.0,215.0,215.0,215.0,158.67755126953125,0
2006-07-25,215.0,220.0,216.0,217.0,160.153564453125,18001
2006-07-26,217.0,220.0,216.0,217.0,160.153564453125,0
2006-07-27,217.0,217.0,217.0,217.0,160.153564453125,0
2006-07-28,217.0,217.0,217.0,217.0,160.153564453125,0
2006-07-31,217.0,219.5,217.0,217.0,160.153564453125,2947
2006-08-01,217.0,212.0,211.25,213.5,157.5705108642578,1671
2006-08-02,213.5,216.1300048828125,216.10000610351562,213.5,157.5705108642578,1377
2006-08-03,213.5,210.89999389648438,210.8699951171875,213.5,157.5705108642578,198
2006-08-04,213.5,213.5,213.5,213.5,157.5705108642578,0
2006-08-07,213.5,216.1300048828125,216.10000610351562,213.5,157.5705108642578,14
2006-08-08,213.5,214.5,214.5,213.5,157.5705108642578,1350
2006-08-09,213.5,213.5,213.5,213.5,157.5705108642578,0
2006-08-10,213.5,210.89999389648438,210.8699951171875,213.5,157.5705108642578,1000
2006-08-11,213.5,216.1300048828125,216.10000610351562,213.5,157.5705108642578,2296
2006-08-14,213.5,218.47500610351562,214.0,216.5,159.78465270996094,50000
2006-08-15,216.5,216.5,216.5,216.5,159.78465270996094,0
2006-08-16,216.5,216.5,216.5,216.5,159.78465270996094,0
2006-08-17,216.5,216.5,216.5,216.5,159.78465270996094,0
2006-08-18,216.5,218.5,214.0,216.5,159.78465270996094,0
2006-08-21,216.5,216.5,216.5,216.5,159.78465270996094,0
2006-08-22,218.0,216.5,216.5,216.5,159.78465270996094,0
2006-08-23,216.5,216.5,216.5,216.5,159.78465270996094,0
2006-08-24,216.5,216.5,216.5,216.5,159.78465270996094,0
2006-08-25,216.5,214.0,213.8699951171875,216.5,159.78465270996094,5231
2006-08-29,216.5,220.0,219.10000610351562,216.5,159.78465270996094,26200
2006-08-30,216.5,216.5,216.5,216.5,159.78465270996094,0
2006-08-31,216.5,216.5,216.5,216.5,159.78465270996094,0
